Bevölkerungsentwicklung in den Wiener Gemeindebezirken 2023 bis 2042;;;;;;;;;;
Gemeindebezirk;Bevölkerungsprognose;;;;;;;;;
;2023;2024,0;2025,0;2026,0;2027,0;2028,0;2029,0;2030,0;2031;2032,0
Wien;1982097;2002383,0;2021817,0;2039838,0;2056146,0;2070571,0;2083925,0;2096610,0;2108823;2120667,0
1. Innere Stadt;16620;16421,0;16225,0;16022,0;15817,0;15607,0;15400,0;15199,0;15006;14821,0
2. Leopoldstadt;108269;110833,0;112718,0;114172,0;115484,0;116456,0;117045,0;117359,0;117455;117364,0
3. Landstraße;96756;97758,0;98787,0;99456,0;99959,0;100307,0;100554,0;100669,0;100658;100521,0
4. Wieden;33633;33741,0;33803,0;33816,0;33801,0;33746,0;33684,0;33615,0;33539;33462,0
5. Margareten;55018;55019,0;54951,0;54801,0;54621,0;54381,0;54143,0;53898,0;53648;53406,0
6. Mariahilf;31423;31509,0;31550,0;31538,0;31498,0;31415,0;31326,0;31228,0;31125;31019,0
7. Neubau;31581;31612,0;31590,0;31530,0;31452,0;31338,0;31219,0;31096,0;30964;30832,0
8. Josefstadt;24674;24569,0;24499,0;24377,0;24228,0;24040,0;23864,0;23687,0;23523;23366,0
9. Alsergrund;42206;42260,0;42303,0;42492,0;42705,0;42880,0;42993,0;43012,0;42935;42767,0
10. Favoriten;218415;221120,0;224330,0;227895,0;230723,0;232797,0;234527,0;236209,0;237985;239938,0
11. Simmering;109038;110201,0;111408,0;112427,0;113360,0;114261,0;115315,0;116420,0;117567;118730,0
12. Meidling;100281;101093,0;101772,0;102315,0;102783,0;103135,0;103452,0;103732,0;103979;104202,0
13. Hietzing;55568;55669,0;55720,0;55728,0;55706,0;55641,0;55568,0;55483,0;55386;55287,0
14. Penzing;96828;97396,0;97727,0;97880,0;97936,0;97879,0;97855,0;97906,0;98053;98241,0
15. Rudolfsheim-Fünfhaus;76109;76430,0;76609,0;76647,0;76621,0;76486,0;76339,0;76170,0;75985;75796,0
16. Ottakring;102444;102778,0;102967,0;103016,0;103001,0;102869,0;102727,0;102564,0;102375;102177,0
17. Hernals;56033;56180,0;56250,0;56242,0;56198,0;56086,0;55966,0;55833,0;55693;55552,0
18. Währing;51559;51640,0;51661,0;51625,0;51555,0;51436,0;51313,0;51182,0;51048;50916,0
19. Döbling;75517;75877,0;76348,0;76809,0;77022,0;77366,0;77717,0;77965,0;78067;78022,0
20. Brigittenau;85690;86472,0;86908,0;87426,0;88447,0;89687,0;90487,0;91075,0;91604;92097,0
21. Floridsdorf;183895;186162,0;188497,0;190800,0;192640,0;194567,0;196586,0;198482,0;200180;201663,0
22. Donaustadt;212658;218117,0;223882,0;229942,0;236412,0;242841,0;249510,0;256575,0;263937;271455,0
23. Liesing;117882;119526,0;121312,0;122882,0;124177,0;125350,0;126335,0;127251,0;128111;129033,0
Gemeindebezirk;Bevölkerungsprognose;;;;;;;;;
;2033;2034,0;2035,0;2036,0;2037,0;2038,0;2039,0;2040,0;2041;2042,0
Wien;2132203;2143358,0;2154164,0;2164636,0;2174798,0;2184651,0;2194210,0;2203467,0;2212415;2221059,0
1. Innere Stadt;14646;14485,0;14342,0;14218,0;14113,0;14030,0;13966,0;13901,0;13849;13805,0
2. Leopoldstadt;117223;117098,0;117043,0;117070,0;117190,0;117434,0;117782,0;118062,0;118405;118767,0
3. Landstraße;100349;100193,0;100093,0;100066,0;100117,0;100267,0;100502,0;100691,0;100934;101197,0
4. Wieden;33396;33347,0;33325,0;33332,0;33371,0;33450,0;33563,0;33655,0;33766;33887,0
5. Margareten;53185;53004,0;52877,0;52813,0;52807,0;52881,0;53017,0;53120,0;53263;53421,0
6. Mariahilf;30926;30852,0;30809,0;30797,0;30820,0;30885,0;30986,0;31066,0;31169;31277,0
7. Neubau;30714;30612,0;30536,0;30492,0;30479,0;30506,0;30564,0;30606,0;30669;30741,0
8. Josefstadt;23223;23102,0;23004,0;22930,0;22884,0;22871,0;22883,0;22878,0;22892;22913,0
9. Alsergrund;42582;42411,0;42286,0;42208,0;42182,0;42217,0;42302,0;42357,0;42442;42539,0
10. Favoriten;241999;244140,0;246381,0;248719,0;251148,0;253539,0;255779,0;257955,0;259856;261591,0
11. Simmering;119928;121134,0;122302,0;123391,0;124396,0;125334,0;126243,0;127029,0;127801;128555,0
12. Meidling;104439;104706,0;105037,0;105441,0;105920,0;106500,0;107164,0;107764,0;108414;109076,0
13. Hietzing;55201;55131,0;55099,0;55104,0;55151,0;55250,0;55395,0;55527,0;55692;55870,0
14. Penzing;98398;98495,0;98533,0;98580,0;98670,0;98838,0;99080,0;99283,0;99533;99804,0
15. Rudolfsheim-Fünfhaus;75636;75522,0;75485,0;75533,0;75662,0;75900,0;76221,0;76485,0;76804;77139,0
16. Ottakring;102014;101905,0;101889,0;101976,0;102165,0;102485,0;102910,0;103276,0;103708;104164,0
17. Hernals;55429;55335,0;55289,0;55301,0;55367,0;55508,0;55708,0;55877,0;56085;56310,0
18. Währing;50802;50712,0;50671,0;50675,0;50732,0;50847,0;51015,0;51158,0;51335;51527,0
19. Döbling;77921;77816,0;77747,0;77729,0;77772,0;77892,0;78078,0;78241,0;78450;78679,0
20. Brigittenau;92582;93073,0;93428,0;93635,0;93689,0;93626,0;93560,0;93411,0;93315;93252,0
21. Floridsdorf;202985;204326,0;205691,0;207061,0;208361,0;209484,0;210473,0;211688,0;212818;213896,0
22. Donaustadt;278810;285587,0;291611,0;296809,0;301056,0;304171,0;306280,0;308222,0;309526;310488,0
23. Liesing;129815;130372,0;130686,0;130756,0;130746,0;130736,0;130739,0;131215,0;131689;132161,0
Quelle: Stadt Wien Wirtschaft, Arbeit und Statistik – Bevölkerungsprognose 2023.;;;;;;;;;;
