Binnenwegzüge in die Bundesländer nach Gemeindebezirken seit 2002;;;;;;;;;;;;;;;;;;;;;;
Gemeindebezirk;Berichtsjahr;;;;;;;;;;;;;;;;;;;;;
13. Hietzing;799;764,0;746,0;824,0;816,0;757,0;881,0;804,0;820,0;829,0;844,0;881,0;895,0;947,0;985,0;928,0;974,0;926,0;1002,0;988,0;1090,0;1058,0
14. Penzing;1217;1295,0;1323,0;1363,0;1421,0;1486,0;1638,0;1494,0;1482,0;1406,0;1505,0;1673,0;1523,0;1804,0;1779,0;1843,0;1836,0;1810,0;1807,0;1894,0;2103,0;2347,0
15. Rudolfsheim-Fünfhaus;1182;1202,0;1229,0;1287,0;1268,0;1370,0;1296,0;1306,0;1353,0;1323,0;1275,0;1534,0;1550,0;1634,0;1751,0;1756,0;1868,0;1724,0;1596,0;1731,0;1697,0;1711,0
16. Ottakring;1258;1238,0;1479,0;1533,0;1454,0;1556,0;1553,0;1474,0;1329,0;1627,0;1595,0;1731,0;1685,0;1911,0;1967,0;2025,0;2150,0;2020,0;2012,0;2038,0;2128,0;2046,0
17. Hernals;638;756,0;836,0;819,0;858,0;900,0;1002,0;865,0;950,0;979,0;884,0;1064,0;973,0;1057,0;1138,0;1245,0;1170,0;1070,0;1129,0;1181,0;1108,0;1111,0
18. Währing;704;671,0;809,0;771,0;797,0;898,0;885,0;807,0;835,0;938,0;958,0;949,0;859,0;916,0;1084,0;970,0;1016,0;1033,0;1036,0;1104,0;1148,0;1070,0
19. Döbling;943;864,0;998,0;920,0;1045,0;1013,0;1133,0;953,0;1059,0;1044,0;1121,0;1190,0;1130,0;1139,0;1371,0;1246,0;1314,0;1291,0;1345,0;1360,0;1406,0;1389,0
20. Brigittenau;1191;1198,0;1504,0;1450,0;1352,0;1446,0;1413,0;1369,0;1365,0;1342,0;1463,0;1464,0;1435,0;1605,0;1667,0;1689,0;1659,0;1708,0;1638,0;1751,0;1815,0;1654,0
21. Floridsdorf;2083;2145,0;2364,0;2358,0;2369,0;2430,0;2261,0;2267,0;2261,0;2229,0;2355,0;2234,0;2437,0;2509,0;2876,0;2828,0;3042,0;3105,0;3086,0;3206,0;3364,0;3452,0
22. Donaustadt;1842;2154,0;2269,0;2255,0;2372,0;2434,0;2184,0;2085,0;1925,0;2140,0;2060,0;2340,0;2494,0;2540,0;2833,0;2999,0;3040,0;3150,0;3075,0;3289,0;3634,0;3394,0
23. Liesing;1544;1489,0;1677,0;1791,0;1636,0;1809,0;1835,0;1625,0;1675,0;1737,0;1801,0;1688,0;1916,0;1852,0;2083,0;2118,0;2077,0;2011,0;2280,0;2334,0;2519,0;2298,0
Quelle: Statistik Austria – Wanderungsstatistik und Berechnung Stadt Wien Wirtschaft, Arbeit und Statistik.;;;;;;;;;;;;;;;;;;;;;;
