Binnenwegzüge in die Bundesländer nach Gemeindebezirken seit 2002;;;;;;;;;;;;;;;;;;;;;;
Gemeindebezirk;Berichtsjahr;;;;;;;;;;;;;;;;;;;;;
;2002;2003,0;2004,0;2005,0;2006,0;2007,0;2008,0;2009,0;2010,0;2011,0;2012,0;2013,0;2014,0;2015,0;2016,0;2017,0;2018,0;2019,0;2020,0;2021,0;2022,0;2023,0
Wien;24861;26136,0;28784,0;29242,0;29116,0;30580,0;30729,0;29190,0;28970,0;30211,0;30587,0;31951,0;32741,0;35932,0;37627,0;37437,0;37924,0;37515,0;37600,0;39293,0;42021,0;40692,0
1. Innere Stadt;231;251,0;259,0;248,0;247,0;237,0;281,0;248,0;223,0;268,0;251,0;232,0;225,0;229,0;246,0;229,0;242,0;266,0;233,0;330,0;353,0;310,0
2. Leopoldstadt;1285;1347,0;1407,0;1453,0;1474,0;1664,0;1693,0;1602,0;1588,0;1608,0;1627,0;1481,0;1674,0;1789,0;1928,0;1988,0;1912,0;1961,0;1867,0;1932,0;2028,0;1732,0
3. Landstraße;1215;1356,0;1383,0;1407,0;1392,0;1508,0;1494,0;1470,0;1419,0;1577,0;1520,0;1538,0;1570,0;2336,0;1853,0;1810,0;1780,0;1793,0;1942,0;2010,0;2070,0;2085,0
4. Wieden;471;514,0;548,0;524,0;510,0;521,0;570,0;593,0;550,0;611,0;571,0;570,0;525,0;553,0;645,0;652,0;631,0;559,0;671,0;689,0;754,0;755,0
5. Margareten;916;941,0;953,0;1051,0;900,0;1059,0;1007,0;942,0;981,0;1028,0;1159,0;1136,0;1116,0;1236,0;1219,0;1229,0;1292,0;1194,0;1233,0;1213,0;1307,0;1230,0
6. Mariahilf;502;477,0;602,0;546,0;553,0;651,0;590,0;632,0;600,0;569,0;574,0;657,0;644,0;658,0;730,0;662,0;696,0;672,0;672,0;709,0;718,0;659,0
7. Neubau;503;508,0;586,0;517,0;523,0;528,0;630,0;572,0;592,0;643,0;578,0;624,0;656,0;602,0;664,0;642,0;595,0;617,0;706,0;665,0;694,0;615,0
8. Josefstadt;509;878,0;1057,0;1041,0;1023,0;1057,0;1093,0;1033,0;1162,0;1262,0;1282,0;1382,0;1619,0;1572,0;1560,0;1684,0;1619,0;1540,0;1289,0;1132,0;1188,0;1144,0
9. Alsergrund;681;743,0;860,0;843,0;944,0;1019,0;986,0;865,0;924,0;900,0;1004,0;1112,0;1151,0;2098,0;1667,0;1108,0;1025,0;1038,0;1093,0;1382,0;2140,0;1881,0
10. Favoriten;2435;2593,0;2630,0;2797,0;2894,0;2986,0;2980,0;2917,0;2703,0;2819,0;2981,0;3258,0;3270,0;3311,0;3683,0;3910,0;3954,0;3849,0;3737,0;4129,0;4303,0;4371,0
11. Simmering;1378;1504,0;1782,0;1916,0;1821,0;1828,0;1752,0;1747,0;1683,0;1738,0;1639,0;1600,0;1683,0;1924,0;1937,0;1951,0;2051,0;2184,0;2139,0;2182,0;2321,0;2230,0
12. Meidling;1334;1248,0;1483,0;1528,0;1447,0;1423,0;1572,0;1520,0;1491,0;1594,0;1540,0;1613,0;1711,0;1710,0;1961,0;1925,0;1981,0;1994,0;2012,0;2044,0;2133,0;2150,0
