Kleingartenflächen nach Flächenwidmung und Gemeindebezirken 2023;;;;;;;;
Gemeindebezirk;Insgesamt;Kleingartenflächen nach Flächenwidmung;;;;;;
;;"Kleingarten-
gebiete";"für ganz-
jähriges Wohnen";"Gartensiedlungs-
gebiete";Bauland;"Grundflächen für
Badehütten";"Erholungs-,
Agrar- und
Schutzgebiete";"Verkehrs-
flächen (1)"
;ha;;;;;;;
Wien;1428,6653999999999;80,48519999999999;933,9189;274,036;15,977700000000002;39,6955;58,0146;26,537499999999998
1. Innere Stadt;–;–;–;–;–;–;–;–
2. Leopoldstadt;62,7809;2,7107;56,4382;2,9946;–;–;0,3974;0,24
3. Landstraße;4,6575;–;4,6575;–;–;–;–;–
4. Wieden;–;–;–;–;–;–;–;–
5. Margareten;–;–;–;–;–;–;–;–
6. Mariahilf;–;–;–;–;–;–;–;–
7. Neubau;–;–;–;–;–;–;–;–
8. Josefstadt;–;–;–;–;–;–;–;–
9. Alsergrund;–;–;–;–;–;–;–;–
10. Favoriten;145,3918;0,6;123,1965;10,605;0,4403;3,6693;5,2387;1,642
11. Simmering;88,741;2,2171;57,7484;24,1166;0,8434;–;1,1391;2,6764
12. Meidling;48,7848;1,6856;40,4441;2,091;–;–;–;4,5582
13. Hietzing;58,4761;17,627;30,5403;6,1236;0,146;0;2,6645;1,3747
14. Penzing;135,7649;4,543;113,0441;3,8145;4,8169;2,645;4,0971;2,8043
15. Rudolfsheim–Fünfhaus;16,8085;16,8085;–;–;–;–;–;–
16. Ottakring;56,4081;0,2947;47,4092;3,4104;0,5425;–;4,46;0,2913
17. Hernals;88,5813;6,8034;46,9346;30,2105;2,0092;–;2,348;0,2756
18. Währing;25,9411;1,2826;16,674;5,9769;1,095;–;0,8694;0,0432
19. Döbling;72,9015;19,2521;42,2559;3,9942;0,3081;1,9959;3,7629;1,3324
20. Brigittenau;4,1834;1,2051;0,6534;–;–;–;0,4;1,9249
21. Floridsdorf;235,441;4,3112;179,5066;35,4072;1,6854;1,415;10,4616;2,654
22. Donaustadt;328,8264;1,1442;148,0394;135,6775;3,9289;22,537;12,0569;5,4425
23. Liesing;54,983;–;26,3767;9,614;0,162;7,4333;10,119;1,278
Quelle: Stadt Wien Immobilienmanagement.;;;;;;;;
(1) Derzeit noch nicht für den Verkehr genützte Flächen.;;;;;;;;
