Bezirksvertretungswahlen Ã¢â‚¬â€œ Stimmenanteile der Parteien nach Gemeindebezirken 2020;;;;;;;;;;;;;;;
Gemeindebezirk;Bezirksvertretungswahlen;;;;;;;;;;;;;;
;SPÃƒâ€“;Ãƒâ€“VP;GRÃƒÅ“NE;FPÃƒâ€“;NEOS;HC (1);LINKS;sonstige Parteien (2);;;;;;;
;%;;;;;;;;;;;;;;
Wien;37,6219255533095;20,1384377939335;18,4698050750131;7,74802138926276;6,62009634522145;2,82020235614474;2,53542791517047;4,04608357194451;;;;;;;
1. Innere Stadt;22,9666829985301;40,5193532582068;17,3811856932876;4,85056344928956;11,0607545320921;1,60460558549731;1,61685448309652;Ã¢â‚¬â€œ;;;;;;;
2. Leopoldstadt;35,3780955537668;12,4414034755433;30,5554240257588;5,03338226241773;6,62673422037028;2,27283488801553;4,45333585870543;3,23878971542212;;;;;;;
3. LandstraÃƒÅ¸e;37,0228151103354;17,0701907492831;23,0968707143748;4,72509662136891;8,80189502555791;2,27652412417404;3,72522129410298;3,28138636080288;;;;;;;
4. Wieden;33,2309903318526;19,7870394564933;28,1029527044683;3,44264436895741;8,62947478442644;1,50248236216357;3,66475045727724;1,63966553436111;;;;;;;
5. Margareten;35,3063776573572;13,8437311842898;28,220091704877;4,66398036218795;7,4892316242879;1,95451808623964;5,26608309017646;3,25598629058405;;;;;;;
6. Mariahilf;37,1956450016496;14,8663807324315;30,4256021115144;3,57637743319037;7,05377763114484;1,27350709336853;3,80732431540746;1,8013856812933;;;;;;;
7. Neubau;20,5975609756098;13,719512195122;44,9085365853659;2,97560975609756;7,86585365853659;1,03048780487805;4,76219512195122;4,14024390243904;;;;;;;
8. Josefstadt;18,5809207403892;30,5489637715551;33,59436797975;3,40136054421769;7,25359911406423;0,941306755260244;4,01044138585667;1,66903970890682;;;;;;;Ã¢â‚¬â€œ
9. Alsergrund;31,4477848101266;18,3198180379747;29,2128164556962;3,65901898734177;9,56784018987342;1,26087816455696;4,37598892405063;2,15585443037975;;;;;;;
10. Favoriten;47,4047546479732;18,000609570253;8,98354160316977;10,5211825662908;4,14812557147211;4,31880524230418;1,56811947576958;5,05486132276747;;;;;;;
11. Simmering;41,4944529040679;11,2954100500326;6,71633674135306;28,4370241461823;3,53219490972373;2,99380030454644;1,10126169240809;4,4295192516859;;;;;;;
12. Meidling;41,9978833490122;16,8508936970837;15,9101599247413;6,8497177798683;5,84136876763876;3,2131937911571;2,46354656632173;6,87323612417688;;;;;;;
13. Hietzing;22,2798300568877;44,2500180024483;15,064448765032;3,89572981925542;8,87160653848924;1,75703895729819;1,23496795564197;2,64635990494708;;;;;;;
14. Penzing;36,9372892125715;23,5666454860941;18,3220098734053;6,43970868566401;7,44415660589472;2,53189305440149;1,96246150838262;2,7958355735862;;;;;;;
15. Rudolfsheim-FÃƒÂ¼nfhaus;38,529119459352;13,3969389783343;23,8878950506857;6,11806797853309;5,49393758696084;2,61975750347843;5,7086066388392;4,24567680381634;;;;;;;
16. Ottakring;39,025739652765;16,8348394235582;20,0121189767368;6,01996996601417;6,0726611692178;2,82424849171431;4,33385146349817;4,8765708564955;;;;;;;
17. Hernals;33,2065407485135;19,7096887023435;24,2785939139559;5,5613850996852;8,28086743616649;2,06365862189577;3,96117523609654;2,93809024134312;;;;;;;
18. WÃƒÂ¤hring;17,8615063256217;27,4819690221889;38,6986166397352;2,74307334568242;8,07157214361723;1,23753596342569;2,14007015331258;1,76565640641627;;;;;;;
19. DÃƒÂ¶bling;26,9217330538085;36,8856277661309;16,0202655485674;5,10423945958537;9,77463312368973;1,8809690193338;1,42091777311903;1,9916142557652;;;;;;;
20. Brigittenau;45,0158707514533;14,7829808481044;17,2652377046257;7,35404258354435;4,98591247904704;3,09925460965084;3,63779022076394;3,85891080281037;;;;;;;
21. Floridsdorf;44,521066989997;18,1145801758109;9,19217944831767;9,64383146408002;4,65292512882692;4,45892694755987;0,892694755986663;8,52379508942101;;;;;;;
22. Donaustadt;45,0761396935197;19,8131334966614;10,9910169572945;9,76485564682711;5,97828697698996;3,86342892827977;1,22135754431474;3,29178075611279;;;;;;;
23. Liesing;40,3990926063477;22,8454419529039;12,1634914580531;7,98586714311525;7,2792242988778;3,1578102101861;1,00174653202979;5,16732579848633;;;;;;;
Quelle: StadtwahlbehÃƒÂ¶rde.;;;;;;;;;;;;;;;
(1) Team HC Strache Ã¢â‚¬â€œ Allianz fÃƒÂ¼r Ãƒâ€“sterreich.
(2) In allen Bezirken, auÃƒÅ¸er dem 1.: BIER (Die Bierpartei), in allen Bezirken auÃƒÅ¸er dem 1., 4., 6. und 8.: SÃƒâ€“Z (Soziales Ãƒâ€“sterreich der Zukunft), im 1. bis 10. und im 21. Bezirk: VOLT (Volt Ãƒâ€“sterreich), im 2., 3. und 16. Bezirk: KURZ (Liste KURZ), im 2. Bezirk: VOLK (VOLK Ã¢â‚¬â€œ Gemeinsam entscheiden), im 7. Bezirk: WANDL (Wandel Ã¢â‚¬â€œ Wer Wandel will, muss den Wandel wÃƒÂ¤hlen), im 12. Bezirk: PH (Pro Hetzendorf), im 13. Bezirk: WIR (WIR Hietzing), im 16. Bezirk: PdA (Partei der Arbeit Ãƒâ€“sterreichs), im 21. Bezirk WIFF (Wir fÃƒÂ¼r Floridsdorf), im 21. Bezirk: WIEN (Mein Wien), im 23. Bezirk: PRO (PRO23 Ã¢â‚¬â€œ Liste Ernst Paleta).;;;;;;;;;;;;;;;
