Binnenzuzüge aus den Bundesländern nach Gemeindebezirken seit 2002;;;;;;;;;;;;;;;;;;;;;
Gemeindebezirk;Berichtsjahr;;;;;;;;;;;;;;;;;;;;
;2002;2003,0;2004,0;2005,0;2006,0;2007,0;2008;2009,0;2010,0;2011,0;2012,0;2013,0;2014,0;2015,0;2016,0;2017,0;2018,0;2019,0;2020,0;2021,0;2022,0
Wien;26751;24590,0;24905,0;26016,0;26988,0;28778,0;28370;31129,0;31255,0;31629,0;33780,0;32320,0;33764,0;37175,0;38765,0;37032,0;32011,0;32876,0;34169,0;36890,0;42571,0
1. Innere Stadt;316;282,0;261,0;273,0;234,0;270,0;244;317,0;326,0;288,0;290,0;287,0;337,0;282,0;313,0;278,0;291,0;273,0;283,0;260,0;350,0
2. Leopoldstadt;1597;1564,0;1396,0;1417,0;1888,0;2130,0;2221;2473,0;2395,0;2518,0;2265,0;2166,0;2347,0;2451,0;2425,0;2182,0;1920,0;2038,0;2088,0;2179,0;2415,0
3. Landstraße;1640;1495,0;1588,0;1653,0;1605,0;1703,0;1598;1758,0;1859,0;1804,0;1874,0;1888,0;1962,0;2283,0;2109,0;2054,0;1922,0;1872,0;2252,0;2182,0;2388,0
4. Wieden;710;585,0;585,0;602,0;657,0;683,0;666;688,0;752,0;779,0;751,0;721,0;671,0;735,0;819,0;734,0;686,0;650,0;755,0;637,0;690,0
5. Margareten;1229;1157,0;1179,0;1245,0;1202,0;1344,0;1256;1371,0;1390,0;1361,0;1555,0;1361,0;1459,0;1523,0;1560,0;1536,0;1272,0;1163,0;1245,0;1350,0;1744,0
6. Mariahilf;787;644,0;712,0;757,0;822,0;934,0;836;947,0;935,0;767,0;884,0;891,0;823,0;972,0;904,0;794,0;709,0;793,0;826,0;776,0;738,0
7. Neubau;759;753,0;704,0;946,0;765,0;788,0;775;870,0;866,0;913,0;867,0;857,0;871,0;850,0;908,0;860,0;802,0;720,0;770,0;796,0;776,0
8. Josefstadt;675;692,0;711,0;755,0;745,0;840,0;803;859,0;911,0;937,0;948,0;870,0;926,0;1048,0;1169,0;1278,0;1108,0;877,0;907,0;853,0;847,0
9. Alsergrund;1105;1091,0;1176,0;1164,0;1350,0;1472,0;1310;1471,0;1500,0;1414,0;1498,0;1414,0;1512,0;1382,0;1481,0;1289,0;1160,0;1414,0;1485,0;1311,0;1301,0
10. Favoriten;2404;2188,0;2270,0;2327,0;2277,0;2352,0;2484;2621,0;2480,0;2661,0;2991,0;3251,0;3209,0;3794,0;4172,0;4428,0;3192,0;3447,0;3628,0;4970,0;5626,0
11. Simmering;1122;1040,0;1106,0;1125,0;1165,0;1443,0;1398;1385,0;1307,0;1308,0;1343,0;1269,0;1479,0;1656,0;1442,0;1387,0;1390,0;1298,0;1367,0;1508,0;1832,0
12. Meidling;1370;1236,0;1211,0;1275,0;1443,0;1389,0;1339;1493,0;1444,0;1481,0;1926,0;1676,0;1681,0;1980,0;2372,0;2151,0;1690,0;1717,0;1765,0;2077,0;2231,0
13. Hietzing;754;606,0;635,0;627,0;725,0;710,0;746;822,0;842,0;781,0;798,0;797,0;841,0;924,0;876,0;805,0;739,0;750,0;695,0;733,0;1063,0
14. Penzing;1171;1040,0;1025,0;1086,0;1078,0;1234,0;1227;1309,0;1360,0;1293,0;1589,0;1470,0;1457,0;1529,0;1627,0;1630,0;1493,0;1472,0;1432,0;1492,0;2161,0
15. Rudolfsheim-Fünfhaus;1520;1396,0;1241,0;1422,0;1362,0;1582,0;1523;1700,0;1656,0;1727,0;2077,0;1858,0;1886,0;2241,0;2329,0;2130,0;1687,0;1730,0;1695,0;1977,0;2183,0
16. Ottakring;1455;1371,0;1479,0;1451,0;1503,0;1475,0;1655;1680,0;1693,0;1858,0;2095,0;2015,0;2026,0;2299,0;2589,0;2260,0;1772,0;1870,0;2010,0;2164,0;2534,0
17. Hernals;920;837,0;845,0;941,0;916,0;994,0;932;1010,0;959,0;1009,0;1319,0;1078,0;1202,0;1363,0;1318,0;1178,0;976,0;957,0;1021,0;1125,0;1176,0
18. Währing;855;820,0;866,0;914,0;874,0;984,0;907;1024,0;1055,0;1042,0;1127,0;1033,0;1044,0;1111,0;1329,0;991,0;990,0;1071,0;1041,0;970,0;1064,0
19. Döbling;944;765,0;829,0;878,0;872,0;941,0;860;963,0;1093,0;1028,0;1092,0;1118,0;1044,0;1212,0;1144,0;1254,0;1116,0;1337,0;1109,0;1117,0;1216,0
20. Brigittenau;1438;1268,0;1369,0;1357,0;1378,0;1413,0;1486;1572,0;1621,0;1587,0;1618,0;1556,0;1658,0;1751,0;1831,0;1759,0;1463,0;1572,0;1567,0;1831,0;2208,0
21. Floridsdorf;1545;1415,0;1399,0;1410,0;1519,0;1710,0;1615;1822,0;1926,0;2023,0;1872,0;1854,0;2120,0;2208,0;2273,0;2452,0;2061,0;2104,0;2494,0;2543,0;2965,0
22. Donaustadt;1286;1315,0;1272,0;1313,0;1471,0;1362,0;1417;1759,0;1707,0;1775,0;1900,0;1740,0;2026,0;2324,0;2097,0;2041,0;2114,0;2149,0;2341,0;2383,0;3228,0
23. Liesing;1149;1030,0;1046,0;1078,0;1137,0;1025,0;1072;1215,0;1178,0;1275,0;1101,0;1150,0;1183,0;1257,0;1678,0;1561,0;1458,0;1602,0;1393,0;1656,0;1835,0
Quelle: Statistik Austria – Wanderungsstatistik und Berechnung Stadt Wien Wirtschaft, Arbeit und Statistik.;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
