Bevölkerungsentwicklung in den Wiener Gemeindebezirken 2019 bis 2038;;;;;;;;;;
Gemeindebezirk;Bevölkerungsprognose;;;;;;;;;
;2019;2020,0;2021,0;2022,0;2023,0;2024,0;2025,0;2026,0;2027;2028,0
Wien;1901528,5314162995;1914198,937626522;1926768,7853950222;1939214,5497977347;1951509,6521586375;1963636,9135047398;1975571,3548649652;1987290,5862249234;1998783,3065422447;2010016,4745236028
1. Innere Stadt;16516,292006062085;16581,000637933106;16642,07993606929;16699,191505551426;16750,380158372907;16794,54201435031;16830,22214862761;16856,102988312672;16870,860544661027;16873,398846606826
2. Leopoldstadt;106252,60087149963;106939,68527007171;107608,07108626369;108272,65284143155;108918,95729627728;109554,7640430775;110173,93260766719;110777,3977618723;111362,97834101433;111931,62677865117
3. Landstraße;91277,27680859878;91833,40422037918;92367,95802896064;92886,32623139895;93380,54744467235;93852,19841128125;94296,90274734783;94713,53805244034;95099,6543024354;95454,01569352484
4. Wieden;33428,379338640756;33532,167069883966;33621,08914491601;33696,83311901535;33753,563553996544;33790,905168091456;33805,75618965502;33796,100275516714;33759,80142004537;33695,870909585465
5. Margareten;55787,80217327379;55932,255693612184;56045,1320858127;56135,503456349325;56187,69593692188;56205,20780935084;56181,06615047346;56112,6100521155;55996,391122917135;55831,61020582172
6. Mariahilf;32113,939212104462;32153,183430129466;32172,173381753793;32176,47320560049;32157,957887334087;32118,93396801871;32056,056371182458;31968,190139683;31853,728090291028;31712,471624452748
7. Neubau;32548,635261733187;32624,0041500398;32680,44471051656;32723,290250706996;32745,76530853545;32750,368019399906;32734,465434726146;32697,614157177108;32638,676140774376;32557,797574540942
8. Josefstadt;25861,530597018118;25893,300166228157;26022,935451481317;26052,626049749742;26125,249845448976;26138,575422731643;26149,224336942025;26126,16195724104;26096,221714011474;26034,68136311414
9. Alsergrund;42667,07942086342;42787,12319710911;42891,498439971176;42985,7877022912;43061,83686413021;43122,421820755466;43164,12604435781;43186,54869322194;43188,36224053602;43169,6545551216
10. Favoriten;203360,68207545474;204882,1534425837;206398,91465491665;207928,35965519154;209444,63851358794;210957,25392677877;212454,71473670934;213937,42611425574;215400,85782170345;216844,1156293624
11. Simmering;102354,33689390485;103300,29108639993;104257,18287273037;105237,24987650411;106239,99991389299;107274,31457356818;108340,95141233047;109446,10562105844;110592,03606661325;111781,41563066345
