Rebflächen in Wien nach Weinsorten seit 2008;;;;;;;;;;;;;;;;;;;
Weinsorte;Rebflächen in Wien zum Stichtag 1,1,;;;;;;;;;;;;;;;;;;
;2008;2009,0;2010,0;2011;2012,0;2013,0;2014,0;2015;;2016;;2017;;2018;;2019;;2020;
;m²;;;;;;;m²;%;m²;%;m²;%;m²;%;m²;%;m²;%
Rebflächen insgesamt;6044291;6110221,0;6126916,0;6203486;6205689,0;6232788,0;6240506,0;6283526;100;6368866;100;6391731;100;6445917;100;6454030;100;6418738;100
Weißweinsorten;4852962;4899314,0;4952638,0;5018097;5048578,0;5089602,0;5133185,0;5168856;82,26043784970413;5295227;83,14238358916643;5322953;83,27873935871206;5369953;83,20309945878776;5371700;83,23016781762712;5367684;83,62522352524748
Grüner Veltliner;1580238;1606655,0;1632054,0;1702745;1772520,0;1770747,0;1815199,0;1828432;35,374016997184675;1860013;35,12621838497198;1857207;34,89053914246472;1861746;34,65841353761379;1849985;34,43946981402535;1861183;34,67385561445122
Rheinriesling;830507;814980,0;808749,0;798934;783207,0;796072,0;827790,0;836569;16,184799886086978;857337;16,19075065148293;868506;16,31624400966907;883315;16,443863209039968;882458;16,42790922799114;881866;16,429171314853853
Weißburgunder;512557;505859,0;509247,0;530410;532072,0;534676,0;578793,0;588608;11,387587504856008;616739;11,647073864822037;609732;11,454769561181548;610673;11,36833777016587;613480;11,420593108326974;584674;10,892481748180408
Chardonnay;416531;420050,0;437076,0;451626;461983,0;463720,0;476578,0;482616;9,336998360952597;492050;9,292330621520097;510443;9,589470356022305;517993;9,642999422901502;520321;9,686337658469386;526347;9,805849226593816
Gemischter Satz-Weiß;452946;499887,0;503100,0;468093;246976,0;246669,0;280749,0;284823;5,510368251698248;184775;3,4894632468069826;291354;5,473540720724005;295392;5,499041271850624;293668;5,466947148947261;273010;5,086178694572929
Welschriesling;289316;279315,0;270044,0;255221;187848,0;182484,0;187123,0;191295;3,7009156378123134;201492;3,80516264930663;201343;3,782543261231125;200952;3,74093862278236;198941;3,7035016847552913;196316;3,657368801889232
Müller Thurgau;172539;178755,0;191234,0;200540;132270,0;134897,0;153056,0;162664;3,1470019671664287;176648;3,33598540723561;186909;3,5113779888719665;186284;3,4678779529757806;191969;3,5737103710184854;192900;3,5937286919274682
Sauvignon Blanc;99533;108335,0;112273,0;132613;440357,0;437374,0;183627,0;144123;2,788295901452855;122229;2,308286311427253;125189;2,3518712263662667;129804;2,4164417223597745;133834;2,491464527058473;139141;2,592198050406842
Traminer;96221;94971,0;91165,0;94162;84260,0;89467,0;111146,0;114945;2,2237996183294717;119635;2,2592987987106126;118392;2,224178947287342;120374;2,2408920825809333;120654;2,2461045851406443;120950;2,253299560853433
Neuburger;91821;79927,0;80027,0;79714;90198,0;95312,0;118352,0;107368;2,077210121543336;87049;1,643914415755925;77578;1,4574241027489816;72178;1,3436714634100935;68723;1,279352905039373;59429;1,1071627912522422
Ruländer;56670;51390,0;49713,0;49521;46876,0;48590,0;50531,0;50890;0,9845505465812938;57801;1,091567934670223;55785;1,0480085020476415;55785;1,0384980546195803;57203;1,064895656868403;52815;0,9839439132407944
Sonstige Sorten;254083;259190,0;267956,0;254518;270011,0;289594,0;350241,0;376523;7,284455206335792;519459;9,809947713289722;420515;7,900032181385032;435457;8,106502596943239;440464;8,199713312359217;479053;8,924761591777758
Rotweinsorten;1191329;1210907,0;1174278,0;1185389;1157111,0;1143186,0;1107321,0;1114670;17,739562150295868;1073639;16,857616410833575;1068778;16,721260641287937;1075964;16,67119613636751;1082330;16,769832182372873;1051054;16,374776474752515
Blauer Zweigelt;493373;481593,0;473236,0;465980;461748,0;460168,0;432032,0;429397;38,52234293557735;412757;38,44467274381799;412075;38,55571503155941;405783;37,49161531141149;405165;37,43451627507322;395651;37,64326095519355
Blauer Burgunder;139116;168649,0;166936,0;172811;174011,0;174011,0;173595,0;184987;16,595674055998636;184192;17,155859651149036;184142;17,229209433577413;196213;18,128759250875426;199528;18,435042916670515;189842;18,062059608735613
Merlot;90159;92798,0;92798,0;98948;101842,0;101842,0;102512,0;103556;9,290283222837251;102248;9,523499053219938;102248;9,566813688156007;104194;9,626823612022212;104194;9,626823612022212;108611;10,333531864204884
Cabernet Sauvignon;111544;112138,0;107045,0;107107;101578,0;96395,0;95367,0;94273;8,457480689352005;92229;8,590317602099029;89639;8,387055122766373;89639;8,282039673666997;89639;8,282039673666997;89063;8,4736845109766
Blauburger;104506;104506,0;97348,0;99706;90652,0;87702,0;85215,0;85265;7,649349134721486;78518;7,313258925951834;80026;7,487616698697017;81525;7,532360740254821;81525;7,532360740254821;73314;6,975283857917862
St, Laurent;101950;103817,0;86377,0;83893;82685,0;81385,0;81850,0;82565;7,407124978693245;78168;7,280659514045223;71937;6,730771030092312;72562;6,704239926824536;72562;6,704239926824536;69064;6,570927849568148
Blauer Portugieser;65097;58881,0;61386,0;60713;55371,0;53959,0;54126,0;53165;4,769573057496838;46687;4,34848212481104;46637;4,363581585698808;44066;4,071401513401643;44467;4,10845121173764;37217;3,540921779470893
Sonstige Sorten;85584;88525,0;89152,0;96231;89224,0;87724,0;82624,0;81462;7,308171925323189;78840;7,343250384905914;82074;7,679237409452664;81982;7,5745844613010815;85250;7,876525643750059;88292;8,400329573932453
Quelle: Stadt Wien Wasserrecht,;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
