Kleingartenflächen nach Flächenwidmung und Gemeindebezirken 2017;;;;;;;;
Gemeindebezirk;Insgesamt;Kleingartenflächen nach Flächenwidmung;;;;;;
;;Kleingarten–
gebiete;für ganzjähriges
Wohnen;Gartensiedlungs–
gebiete;Bauland;Grundflächen für
Badehütten;Erholungs–, Agrar–
und Schutzgebiete;Verkehrs–
flächen *
;ha;;;;;;;
Wien;1427,6326;84,994;926,4832;273,419;18,9137;39,6035;56,9381;27,2811
1. Innere Stadt;–;–;–;–;–;–;–;–
2. Leopoldstadt;62,7809;2,7107;56,4382;2,9946;–;–;0,3974;0,24
3. Landstraße;4,6575;–;4,6575;-;–;–;–;–
4. Wieden;–;–;–;–;–;–;–;–
5. Margareten;–;–;–;–;–;–;–;–
6. Mariahilf;–;–;–;–;–;–;–;–
7. Neubau;–;–;–;–;–;–;–;–
8. Josefstadt;–;–;–;–;–;–;–;–
9. Alsergrund;–;–;–;–;–;–;–;–
10. Favoriten;145,5666;0,6;123,3393;10,81;0,4403;3,6693;5,2387;1,469
11. Simmering;88,7893;2,2171;55,8761;24,1166;2,8674;–;1,0357;2,6764
12. Meidling;48,9028;1,6856;40,4621;2,091;–;–;–;4,6582
13. Hietzing;58,6859;17,5878;30,8253;6,0776;0,146;–;2,6745;1,3747
14. Penzing;135,4176;4,747;113,3328;3,7945;4,8369;2,645;3,4271;2,6343
15. Rudolfsheim–Fünfhaus;16,5732;16,5732;–;–;–;–;–;–
16. Ottakring;56,4081;0,2947;47,4092;3,4104;0,5425;–;4,46;0,2913
17. Hernals;88,6513;6,8034;47,0146;30,1105;2,0092;–;2,348;0,3656
18. Währing;25,1611;1,2826;16,674;5,9069;0,385;–;0,8694;–
19. Döbling;72,9021;21,4163;40,7407;3,9342;0,3211;1,9959;3,0298;1,4641
20. Brigittenau;3,5;1,1761;–;–;–;–;0,4;1,9249
21. Floridsdorf;238,2488;6,8803;176,744;36,2076;2,9854;1,415;10,4616;3,5549
22. Donaustadt;325,5034;1,0192;146,5927;134,3511;4,212;22,445;11,5769;5,3065
23. Liesing;55,883;–;26,3767;9,614;0,162;7,4333;11,019;1,278
Quelle: MA 69 – Koordinierungsstelle für städtische Kleingärten und Berechnung MA 23.;;;;;;;;
* Derzeit noch nicht für den Verkehr genützte Flächen.;;;;;;;;
