Rebflächen in Wien nach Weinsorten seit 2008 (1);;;;;;;;;;;;;;;;;;;;;;;
;2008;2009,0;2010,0;2011;2012,0;2013,0;2014,0;2015;;2016;;2017;;2018;;2019;;2020;;2023;;2024;
;m²;;;;;;;m²;%;m²;%;m²;%;m²;%;m²;%;m²;%;m²;%;m²;%
Blauer Burgunder;139116;168649,0;166936,0;172811;174011,0;174011,0;173595,0;184987;16,595674055998636;184192;17,155859651149036;184142;17,229209433577413;196213;18,128759250875426;199528;18,435042916670515;189842;18,062059608735613;196762,99999999994;19,889656343597764;195755,99999999994;3,2502101987224687
Blauer Portugieser;65097;58881,0;61386,0;60713;55371,0;53959,0;54126,0;53165;4,769573057496838;46687;4,34848212481104;46637;4,363581585698808;44066;4,071401513401643;44467;4,10845121173764;37217;3,540921779470893;29024,000000000004;2,9338716410940155;28931,000000000004;0,4803522306301712
Blaufränkisch;;;;;;;;;;;;;;;;;;;;34741,00000000001;3,511770764996114;34741,00000000001;0,5768178370717493
Cabernet Franc;;;;;;;;;;;;;;;;;;;;28389,999999999996;2,869784174843546;28389,999999999996;0,47136980497012054
Cabernet Sauvignon;111544;112138,0;107045,0;107107;101578,0;96395,0;95367,0;94273;8,457480689352005;92229;8,590317602099029;89639;8,387055122766373;89639;8,282039673666997;89639;8,282039673666997;89063;8,4736845109766;75867;7,668964987420054;75867;1,259648220981618
Gemischter Satz rot;;;;;;;;;;;;;;;;;;;;35974,00000000001;3,636407745890164;31861,000000000007;0,5290001182160273
Merlot;90159;92798,0;92798,0;98948;101842,0;101842,0;102512,0;103556;9,290283222837251;102248;9,523499053219938;102248;9,566813688156007;104194;9,626823612022212;104194;9,626823612022212;108611;10,333531864204884;100710,00000000001;10,180203037988504;100710,00000000001;1,6721258562360286
Roesler;;;;;;;;;;;;;;;;;;;;19388;1,95982302155219;19388;0,321906226796784
St. Laurent;101950;103817,0;86377,0;83893;82685,0;81385,0;81850,0;82565;7,407124978693245;78168;7,280659514045223;71937;6,730771030092312;72562;6,704239926824536;72562;6,704239926824536;69064;6,570927849568148;55648;5,625140886287202;55648;0,9239445898900059
Syrah;;;;;;;;;;;;;;;;;;;;12792,000000000002;1,2930707701514144;12792,000000000002;0,21239036791749852
(Blauer) Zweigelt;493373;481593,0;473236,0;465980;461748,0;460168,0;432032,0;429397;38,52234293557735;412757;38,44467274381799;412075;38,55571503155941;405783;37,49161531141149;405165;37,43451627507322;395651;37,64326095519355;337791;34,14537746405695;335114;5,564023276602923
sonstige Rotweinsorten;85584;88525,0;89152,0;96231;89224,0;87724,0;82624,0;81462;7,308171925323189;78840;7,343250384905914;82074;7,679237409452664;81982;7,5745844613010815;85250;7,876525643750059;88292;8,400329573932453;6137;0,6203545431847426;6137;0,10189490993665481
Quelle: Stadt Wien Wasserrecht.;;;;;;;;;;;;;;;;;;;;;;;
(1) Stichtag: 30. 6.;;;;;;;;;;;;;;;;;;;;;;;
