Gemüseproduktion in Wien und Österreich – Anbauflächen und Ernteergebnisse 2023;;;;;;
Gemüsesorte;Anbaufläche (1);;;Ernte;;
;Wien;Österreich;Anteil Wiens an Österreich;Wien;Österreich;Anteil Wiens an Österreich
;ha;;%;t;;%
Gemüse insgesamt;750,5000000000001;18944,550000000003;3,961561504496016;66880,46;651452,98;10,266352607674003
Gurken;129,5;338,9;38,211861906167016;26750;43424,9;61,60060241934927
Melanzani;3;12;25;780;1244,6;62,670737586373136
Petersilie;26;70,80000000000001;36,7231638418079;780;2181,2;35,7601320374106
Paprika;13;126;10,317460317460316;2665,5;13220,7;20,16156481880687
Paradeiser (Tomaten);43,3;202,29999999999998;21,403855659911024;17335;56951,5;30,43817985478872
Schnittlauch (2);35;476,2;7,349853002939942;525;7033,8;7,463959737268618
Pfefferoni;0,5;12,099999999999998;4,132231404958678;5;263,15000000000003;1,900057001710051
Salate;344,6;1729,7;19,922529918482976;12950,5;53380,600000000006;24,260686466618957
Petersilienwurzel;9;100,4;8,96414342629482;243;3039,1;7,995788226777664
Kohlrabi;12;132,9;9,029345372460497;432;3548,2;12,175187418973001
Brokkoli;1,4;173,5;0,8069164265129682;22,4;2982;0,7511737089201878
Radieschen;7,5;323,5;2,3183925811437405;262,5;6911;3,798292577051078
Übrige;125,70000000000005;15246,250000000004;0,8268817636906003;4129,560000000005;457272,23;0,8266269368745239
Quelle: Statistik Austria – Gemüseernteerhebung 2023.;;;;;;
"(1) Anbaufläche laut Auskunft der Landwirtschaftskammern und Erzeugergenossenschaften, inklusive Mehrfachnutzung.
(2) Ab 2016: Hektarertrag pro Schnitt_ Schnittfrequenz in der Fläche berücksichtigt (Mehrfachzählung).";;;;;;
