Bibliotheksnutzung in den Sammlungen der Wienbibliothek im Rathaus 2017;;;;;
Besuche und Nutzung;Sammlungen;;;;
;Druckschriften;Handschriften;Musik;Plakate;Dokumentation
Nutzerarbeitsplätze *;30;12;–;–;–
Bibiotheksbesuche;8287;1922;1782;185;132
Entlehnungen;7864;2383;1079;70;602
Fernleihe;133;–;–;–;–
Quelle: MA 9.;;;;;
* Zahl der für NutzerInnen verfügbaren Arbeitsplätze inkl. Computerarbeitsplätze am Jahresende. Für NutzerInnen der Musiksammlung sind Plätze in der Handschriftensammlung reserviert, für NutzerInnen der Plakat- und Dokumentationssammlung sind Arbeitsplätze in der Druckschriftensammlung reserviert.;;;;;
