Gästeübernachtungen nach Gemeindebezirken seit 2006;;;;;;;;;;;;;;;;;
Gemeindebezirk;2006,0;2007,0;2008,0;2009,0;2010,0;2011,0;2012,0;2013,0;2014,0;2015,0;2016,0;2017,0;2018,0;2019,0;2020,0;2021,0;2022,0
Wien;9356044,0;9675208,0;10232472,0;9842827,0;10860126,0;11405048,0;12262828,0;12719289,0;13524266,0;14328261,0;14962438,000000004;15512730,0;16483497,0;17604573,0;4590272,0;4996746,0;13204666,0
1. Innere Stadt;1842739,0;1886813,0;1824962,0;1774470,0;1978827,0;2047280,0;2137689,0;2193825,0000000186;2201172,0;2467265,0;2566709,0000000037;2762168,0;2976413,0;3119868,0;821599,0;914110,0;2183851,0
2. Leopoldstadt;874211,0;933578,0;1025951,0;1016966,0;1150389,0;1302447,0;1491456,0;1511505,9999999965;1689960,0;1774685,0;1836292,9999999967;1873493,0;1969743,0;2190429,0;506608,0;722179,0;1799919,0
3. Landstraße;1087388,0;1090125,0;1132139,0;1084001,0;1180504,0;1178340,0;1328440,0;1334574,0000000016;1441047,0;1541620,0;1617513,0000000033;1634872,0;1763715,0;1759510,0;421358,0;453440,0;1331900,0
4. Wieden;424922,0;419082,0;426300,0;400129,0;466373,0;583575,0;604494,0;599639,0000000008;645860,0;662802,0;693376,9999999999;690268,0;722676,0;786109,0;203349,0;162363,0;461717,0
5. Margareten;446143,0;438727,0;419127,0;311030,0;415383,0;392326,0;410497,0;436568,00000000047;518956,0;541035,0;559827,9999999994;550493,0;570965,0;610601,0;114716,0;90196,0;370014,0
6. Mariahilf;562058,0;587184,0;627733,0;570565,0;649583,0;632651,0;581200,0;650169,0000000009;652690,0;678936,0;685430,9999999995;697329,0;694895,0;725723,0;186240,0;196773,0;588903,0
7. Neubau;657100,0;681896,0;698355,0;651923,0;726925,0;763228,0;738302,0;837124,0000000022;869363,0;904399,0;1061004,000000002;1100966,0;1167041,0;1209783,0;325071,0;343460,0;918924,0
8. Josefstadt;298002,0;310648,0;320165,0;316073,0;342492,0;383484,0;426356,0;413065,00000000006;434365,0;483688,0;487698,9999999999;511528,0;533531,0;531023,0;136822,0;144887,0;427284,0
9. Alsergrund;474296,0;482822,0;499049,0;443443,0;454750,0;454227,0;452029,0;429091,0000000028;443156,0;454027,0;397787,0;430539,0;513992,0;597528,0;150880,0;179820,0;457626,0
10. Favoriten;525602,0;535323,0;650482,0;633758,0;712827,0;737000,0;766900,0;902687,000000003;971709,0;1162143,0;1303049,000000001;1435056,0;1597034,0;1833720,0;556688,0;583612,0;1584634,0
11. Simmering;18717,0;19829,0;82768,0;90817,0;102777,0;109124,0;133917,0;203919,99999999974;243917,0;235048,0;271649,0000000002;264766,0;287723,0;302556,0;70614,0;64125,0;156137,0
12. Meidling;197273,0;222366,0;228017,0;211988,0;225813,0;234668,0;249933,0;250187,00000000035;253883,0;219209,0;240623,9999999999;252974,0;246471,0;230717,0;46554,0;35550,0;103429,0
13. Hietzing;284964,0;277372,0;264889,0;231216,0;140465,0;140898,0;243744,0;238020,99999999977;265369,0;275706,0;273862,99999999977;299628,0;322279,0;289729,0;104748,0;103339,0;182733,0
14. Penzing;310759,0;298206,0;290188,0;236046,0;217106,0;298429,0;392250,0;386574,0000000001;405218,0;463358,0;484141,9999999998;486392,0;455573,0;481295,0;130433,0;135562,0;252714,0
15. Rudolfsheim-Fünfhaus;459588,0;515402,0;570989,0;639654,0;723053,0;684508,0;869802,0;920568,9999999993;927511,0;896411,0;913892,9999999991;950086,0;918589,0;976028,0;246281,0;241469,0;901854,0
16. Ottakring;102117,0;97294,0;106343,0;150384,0;163770,0;172767,0;152243,0;145210,00000000017;167978,0;164040,0;170454,00000000012;173768,0;208045,0;232769,0;75707,0;73775,0;172833,0
17. Hernals;86999,0;118150,0;208806,0;272603,0;298081,0;323966,0;345243,0;332869,99999999977;333381,0;336399,0;348659,00000000006;316324,0;316621,0;349897,0;87295,0;105732,0;191590,0
18. Währing;43745,0;47046,0;42181,0;38436,0;38212,0;43345,0;7419,0;38995,00000000002;46507,0;57051,0;12605,99999999999;17703,0;23745,0;26310,0;8930,0;11167,0;38525,0
19. Döbling;140786,0;159744,0;173677,0;151899,0;153781,0;159221,0;144047,0;115136,99999999981;159846,0;169506,0;194260,0000000001;180193,0;197719,0;205745,0;55727,0;64798,0;151041,0
20. Brigittenau;106179,0;112315,0;116093,0;96509,0;105453,0;114831,0;110105,0;123473,99999999985;131994,0;132855,0;152069,99999999985;170229,0;230469,0;314415,0;76287,0;97679,0;323075,0
21. Floridsdorf;28471,0;32534,0;34233,0;27038,0;29955,0;36821,0;55559,0;49580,999999999956;46146,0;40623,0;43154,0;40600,0;49494,0;55738,0;19842,0;18834,0;81096,0
22. Donaustadt;294690,0;339810,0;416284,0;424248,0;512065,0;534221,0;551287,0;546056,0000000014;608947,0;612237,0;590837,9999999999;607519,0;659004,0;699926,0;223317,0;238408,0;478990,0
23. Liesing;89295,0;68942,0;73741,0;69631,0;71542,0;77691,0;69916,0;60447,00000000006;65291,0;55218,0;57535,99999999998;65836,0;57760,0;75154,0;21206,0;15468,0;45877,0
Quelle: MA 23.;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
