Gemüseproduktion in Wien und Österreich – Anbauflächen und Ernteergebnisse 2022;;;;;;
Gemüsesorte;Anbaufläche (1);;;Ernte;;
;Wien;Österreich;Anteil Wiens an Österreich;Wien;Österreich;Anteil Wiens an Österreich
;ha;;%;t;;%
Gemüse insgesamt;744,5999999999999;18481,611299999997;4,0288694958106825;67491,76;674337,16186;10,008607536004673
Gurken;132,5;336,99649999999997;39,31791576470379;27380;44108,0728;62,07480459223328
Melanzani;5;12,9922;38,484629239081904;1300;1767,7284;73,54070908177975
Petersilie;24;57,9475;41,41679968937401;600;1484,15;40,427180541050426
Paprika;14,6;124,98329999999999;11,681560656503711;2931,5;12560,2004;23,339595759953003
Paradeiser (Tomaten);43,3;196,8702;21,994187032877495;17335;56975,282;30,42547468216129
Schnittlauch (2);40;381,2326;10,49228213956519;600;5602,0608;10,710344307580524
Pfefferoni;0,5;11,095699999999999;4,506250168984382;5;206,43175;2,4221080332846086
Salate;330,5;1574,0745;20,99646490683891;12333,5;48665,4761;25,343428213168146
Petersilienwurzel;8;99,35470000000001;8,051959293319792;216;3080,8768999999998;7,010990929238361
Kohlrabi;13;157,7788;8,239383237798743;468;3953,8822;11,836467965585824
Brokkoli;1;166;0,6024096385542169;22,4;3002,6436000000003;0,7460092832862347
Radieschen;8;342;2,3391812865497075;280;6573,1115;4,259778645166752
Übrige;124,19999999999993;15020,285299999996;0,8268817636906003;4020,3599999999933;486357,24541;0,8266269368745239
Quelle: Statistik Austria – Gemüseernteerhebung 2022.;;;;;;
"(1) Anbaufläche laut Auskunft der Landwirtschaftskammern und Erzeugergenossenschaften, inklusive Mehrfachnutzung.
(2) Ab 2016: Hektarertrag pro Schnitt_ Schnittfrequenz in der Fläche berücksichtigt (Mehrfachzählung).";;;;;;
