Personalaufwand der Stadt Wien nach Rechtsträger 2022;;;;;;
Jahr;Insgesamt;Personalaufwand;;;;
;;Pensionen;Aktivbezüge;;;
;;;insgesamt;Auszahlungen für Personalaufwand Bezüge, Nebengebühren und Mehrleistungsvergütungen;Auszahlungen für gesetzliche und freiwillige Sozialaufwendungen;Auszahlungen aus sonstigem Personalaufwand
;;;;;;
;Mio. EUR;;;;;
Insgesamt;4958,45007263;1686,8895806;3271,56049203;2657,4467909100003;601,5341723199999;12,579528800000002
Magistrat;2978,8379637300004;1003,21645622;1975,6215075100004;1616,0787234900004;350,73798496999996;8,804799050000002
Wiener Stadtwerke;751,57329238;378,51154489;373,06174749;305,895413;63,98748730000001;3,17884719
LandeslehrerInnen;1202,1494608399998;300,63259507;901,5168657699999;717,5291278299999;183,51968708999996;0,46805084999999996
Sonstige;25,88935568;4,52898442;21,36037126;17,94352659;3,28901296;0,12783171
Quelle: Rechnungsabschluss der Stadt Wien.;;;;;;
;;;;;;
;;;;;;
