Ertrag aus Benützungsgebühren und Betriebsentgelten für öffentliche Einrichtungen in Wien seit 2003;;;;;;;;;;;;;;;;;;;;
Gebühr;Berichtsjahr;;;;;;;;;;;;;;;;;;;
;2003;2004,0;2005,0;2006,0;2007,0;2008,0;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
;Mio. EUR;;;;;;;;;;;;;;;;;;;
Wassergebühren;147,43792099;152,25937235;144,49541505000002;147,4593079;149,34857221000001;147,18409775;145,05419295;144,74044243;144,33402539;185,90011822;195,66154331;204,00041648;203,57228691999998;216,92705871;214,01745538999998;223,56968008;229,363575;231191802,42;225478747,85;232992799,73
Kanalgebühren (1);150,72737711;149,9939464;144,14067796;173,82558165999998;184,81424373;187,68385912;–;–;–;–;–;–;–;–;–;–;–;–;–;–
Müllabfuhrabgabe;171,64475163;172,21006381;174,25779622;203,70286508;211,11334912;212,31210281;224,93744389;226,07377653999998;230,10174591999998;245,299554;246,86188849;258,3227533;261,36761743;262,99743866;274,75386017;277,91952172;291,46255999;291318783,37;298050247,83;318008510,32
Friedhofs- und Feuerbestattungsgebühren (1);21,07706209;21,52857057;21,51682524;21,74515676;21,696454550000002;0,0321054;–;–;–;–;–;–;–;–;–;–;–;–;–;–
Marktgebühren;4,23187582;4,38952971;4,19667244;4,440555219999999;4,65171321;4,4584835599999995;4,408702;4,4617156200000005;4,8055012999999995;4,82751362;4,91562219;4,0629443;5,360164269999999;5,41747975;5,482660559999999;5,92444494;5,97860767;4160103,42;5025448,33;5730545,06
Bäderbesuchsgebühren;9,75279488;8,17594996;7,91027306;8,44483651;9,372683279999999;9,2817398;9,519974679999999;10,409987359999999;10,33708122;11,15800698;11,72992284;11,88352103;12,658562710000002;11,185498359999999;11,029248039999999;11,96195994;11,866454289999998;4700310,38;4047637,01;10456424,79
Quelle: Rechnungsabschluss der Stadt Wien.;;;;;;;;;;;;;;;;;;;;
(1) Der Ausfall der Einnahmen aus den Friedhofs- und Feuerbestattungsgebühren sowie den Kanalgebühren seit dem Jahr 2009 ist durch die Ausgliederung der MA 43 (nun Wiener Friedhöfe GmbH) und der MA 30 (nun Wien Kanal) bedingt.;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
