Personalaufwand der Stadt Wien nach Rechtsträger 2023;;;;;;
Jahr;Insgesamt;Personalaufwand;;;;
;;Pensionen;Aktivbezüge;;;
;;;insgesamt;Auszahlungen für Personalaufwand Bezüge, Nebengebühren und Mehrleistungsvergütungen;Auszahlungen für gesetzliche und freiwillige Sozialaufwendungen;Auszahlungen aus sonstigem Personalaufwand
;;;;;;
;Mio. EUR;;;;;
Insgesamt;5358,79245418;1813,05140795;3545,74104623;2881,7782109100003;650,02217376;13,94066156
Magistrat;3219,2686273599998;1089,7231436900001;2129,5454836699996;1740,40730601;379,60440171;9,533775949999999
Wiener Stadtwerke;772,61802751;394,61142551;378,006602;309,555121;64,858071;3,59341
LandeslehrerInnen;1341,71819141;324,19887251;1017,5193188999999;814,4657700399999;202,34987251;0,70367635
Sonstige;25,1876079;4,51796624;20,66964166;17,35001386;3,20982854;0,10979926000000001
Quelle: Rechnungsabschluss der Stadt Wien.;;;;;;
