Gemüseproduktion in Wien und Österreich – Anbauflächen und Ernteergebnisse 2017;;;;;;
Gemüsesorte;Anbaufläche *;;;Ernte;;
;Wien;Österreich;Anteil Wiens an Österreich;Wien;Österreich;Anteil Wiens an Österreich
;ha;;%;t;;%
Gemüse insgesamt;866,6;17774,52;4,8755184387539;72596;597840,65;12,1430351047558
Gurken;132,5;361,5;36,6528354080221;28700;46581,3;61,6127072451821
Melanzani;2,8;9;31,1111111111111;700;1062;65,9133709981168
Petersilie;25;54,1;46,2107208872458;550;1250,1;43,9964802815775
Paprika;22,2;159;13,9622641509434;4936;15340,3;32,1766849409725
Paradeiser (Tomaten);40,8;178,5;22,8571428571429;17500;54258;32,2533082679052
Schnittlauch **;32;237,3;13,4850400337126;640;2765,97;23,1383565259204
Pfefferoni;1,5;21,3;7,04225352112676;150;465,25;32,2407307898979
Salate;397;1619,9;24,5076856596086;12915;47264;27,3252369668246
Petersilienwurzel;12;103,4;11,605415860735;264;3155,1;8,3674051535609
Kohlrabi;13;110,6;11,754068716094;468;2866,7;16,3253915652144
Brokkoli;6;155;3,87096774193548;96;2544,2;3,7732882635013
Radieschen;10;290,5;3,44234079173838;350;4854,1;7,21039945612987
Übrige;171,8;14474,42;1,18692147940988;5327;415433,63;1,28227461989536
Quelle: Statistik Austria – Gemüseernteerhebung 2017.;;;;;;
* Anbaufläche laut Auskunft der Landwirtschaftskammern und Erzeugergenossenschaften, inklusive Mehrfachnutzung.;;;;;;
**  Ab 2016: Hektarertrag pro Schnitt; Schnittfrequenz in der Fläche berücksichtigt (Mehrfachzählung).;;;;;;
