Bruttoinlandsverbrauch in Wien nach Energieträgern seit 2013;;;;;;;;
Energieträger;Berichtsjahr;;;;;;;
;2013;2014,0;2015,0;2016,0;2017,0;2018,0;2019;2020,0
;Terajoule;;;;;;;
Energieverbrauch;150726,68683787747;141791,82887082585;149770,38044348964;152810,3499862308;155953,4676208527;152541,23971394138;152979,3;144169,0
Kohle;53,98533444641922;40,50176792094554;8,246213370005036;9,272943818008304;11,565774401470701;9,84403790637289;16,4;16,6
Koks;6,822460395457227;4,205166661653096;3,6478869748124954;4,848224400002819;4,133465720235649;2,690153463744504;6,4;6,6
Übrige Energieträger;47,162874050961996;36,296601259292444;4,59832639519254;4,424719418005485;7,432308681235052;7,153884442628385;10;10,0
Erdöl;48123,30350950606;46851,97883245583;49717,96659540316;52693,42753830923;52177,96490552636;50098,11861586799;49758,8;44061,9
Benzin;10367,305511847733;10072,382260146396;10038,678679818362;9801,211955209146;9613,538885927494;9903,296523826702;9859,9;8176,9
Diesel;34086,558516486715;32973,475001419916;33647,96156278639;35437,9561790522;36630,77122562868;36509,27988514735;36716,3;32462,899999999998
Flüssiggas;848,157002475286;712,0198373712276;550,0179567168574;448,0948509117902;398,82153377493324;339,11805389023874;140,2;136,8
Gasöl für Heizzwecke;2104,7604330864497;2178,1674540457075;3156,730731695391;2954,6963085047178;3028,0951766597464;2823,117168861366;2451,1;2587,1
Heizöl;606,1499550380523;809,7168248213671;2214,842080354946;3930,7286541261196;2390,629723762204;399,00594939926833;295,8;358,8
Übrige Energieträger;110,3720905718219;106,21745465121785;109,7355840312157;120,73959050526173;116,10835977329407;124,30103474306088;295,5;339,4
Naturgas;62150,0458073336;53800,40525620255;59287,059496174916;60601,14817222414;66147,95310149172;65557,52897379009;71300,4;69302,2
Erneuerbare Energieträger;15206,122495258842;14667,109525556765;16076,712489450714;15991,389154417528;15583,359749987689;15180,490906417597;14607,1;14238,9
Biogene Brenn- und Treibstoffe;9295,071223473822;9171,468717241258;10825,374286332984;10333,551084509385;10110,16505567483;10025,61615434063;9051,4;8718,2
Brennholz;1156,3160748551518;1017,9495885152942;858,4671602103699;907,3978496708712;742,6787897627648;695,8703861764175;622;626,5
Wasserkraft;4202,51561147253;3822,8536251904375;3724,661534426577;4074,2426577464644;4073,9481605983988;3704,097447161357;4038,5;3928,9
Übrige Energieträger;552,2195854573401;654,8375946097767;668,2095084807825;676,1975624908064;656,5677439516949;754,9069187391924;895,2;965,3
Brennbare Abfälle;5439,334887163008;5806,995835829761;6006,650531063406;6491,3509449631565;6419,312011045572;6158,210420366753;6037,6;5992,2
Fernwärme;2274,5772;2050,956;2880,4608;2762,3808;2870,7912;2306,9124;2454,9;2387,2
Elektrische Energie;17479,31760416953;18573,881652859982;15793,284318027476;14261,380432498752;12742,520878399886;13230,134359592574;8820,3;8186,2
Quelle: Statistik Austria – Energiestatistik (Revision 2020),;;;;;;;;
;;;;;;;;
;;;;;;;;
