Energetischer Endverbrauch in Wien nach Energieträgern und Verbrauchsgruppen 2020;;;;;;;;
Energieträger;Insgesamt;Energetischer Endverbrauch – darunter verbraucht für/durch…;;;;;;
;;Raumklima und Warmwasser;Prozesswärme <200 °C;Prozesswärme >200 °C;Standmotoren;Verkehr;Beleuchtung und EDV;Elektro-chemie
;Terajoule;;;;;;;
Energetischer Endverbrauch;125442,75362620004;48019,5888378;2475,0856730000005;15151,3122148;9253,5508676;44074,65907800001;6453,5526523;15,0043027
Steinkohle;2,8243748;2,8243748;–;–;–;–;–;–
Braunkohle;2,5498944;2,5498944;–;–;–;–;–;–
Koks;6,6157709;2,6551224;–;3,9606485;–;–;–;–
Petrolkoks;–;–;–;–;–;–;–;–
Heizöl;44,7747671;21,0629483;5,8975536;17,8142652;–;–;–;–
Gasöl für Heizzwecke;2436,6315994;2257,4452283;27,0151233;152,1712478;–;–;–;–
Diesel;32444,734947999998;–;0,0112165;0,5087039;1339,9831076;31104,23192;–;–
Benzin;8172,7397274;–;–;–;23,7267554;8149,012972;–;–
Petroleum;9,04599;–;–;–;–;9,04599;–;–
Flüssiggas;136,5457087;39,2416952;–;34,2109163;1,6172835;61,4758137;–;–
Naturgas;26855,507614000002;19879,7347192;2134,6562342;4611,7628513;110,391509;118,9623003;–;–
Elektrische Energie;28788,0784198;4142,0038202;59,5892465;8060,077069;7777,8322121;2280,019117;6453,5526523;15,0043027
Fernwärme;22092,9809509;19809,7654791;190,7908017;2092,4246701;–;–;–;–
Brennholz;626,4688006;604,9874313;1,0435563;20,437813;–;–;–;–
Biogene Brenn- und Treibstoffe;3246,4311952999997;749,4098197;56,0819409;89,0284697;–;2351,910965;–;–
Brennbare Abfälle;1,2882357;1,2882357;–;–;–;–;–;–
Sonstige Energieträger;575,5356292;506,6200692;–;68,91556;–;–;–;–
Quelle: Statistik Austria – Energiestatistik (Revision 2020),;;;;;;;;
Anmerkung, Rundungsdifferenzen nicht ausgeglichen,;;;;;;;;
;;;;;;;;
